wavelength_nm,PD1
1547.7,1112.0
1547.701,1111.0
1547.702,1109.0
1547.703,1094.0
1547.704,1081.0
1547.705,1074.0
1547.706,1067.0
1547.7069999999999,1066.0
1547.7079999999999,1067.0
1547.7089999999998,1069.0
1547.7099999999998,1072.0
1547.7109999999998,1071.0
1547.7119999999998,1071.0
1547.7129999999997,1070.0
1547.7139999999997,1077.0
1547.7149999999997,1076.0
1547.7159999999997,1072.0
1547.7169999999996,1071.0
1547.7179999999996,1072.0
1547.7189999999996,1077.0
1547.7199999999996,1072.0
1547.7209999999995,1074.0
1547.7219999999995,1073.0
1547.7229999999995,1081.0
1547.7239999999995,1092.0
1547.7249999999995,1099.0
1547.7259999999994,1119.0
1547.7269999999994,1131.0
1547.7279999999994,1147.0
1547.7289999999994,1150.0
1547.7299999999993,1149.0
1547.7309999999993,1152.0
1547.7319999999993,1148.0
1547.7329999999993,1151.0
1547.7339999999992,1151.0
1547.7349999999992,1151.0
1547.7359999999992,1149.0
1547.7369999999992,1154.0
1547.7379999999991,1154.0
1547.7389999999991,1147.0
1547.739999999999,1147.0
1547.740999999999,1151.0
1547.741999999999,1151.0
1547.742999999999,1147.0
1547.743999999999,1149.0
1547.744999999999,1153.0
1547.745999999999,1150.0
1547.746999999999,1151.0
1547.747999999999,1150.0
1547.748999999999,1151.0
1547.7499999999989,1148.0
1547.7509999999988,1150.0
1547.7519999999988,1150.0
1547.7529999999988,1152.0
1547.7539999999988,1150.0
1547.7549999999987,1152.0
1547.7559999999987,1151.0
1547.7569999999987,1150.0
1547.7579999999987,1151.0
1547.7589999999987,1151.0
1547.7599999999986,1148.0
1547.7609999999986,1149.0
1547.7619999999986,1149.0
1547.7629999999986,1149.0
1547.7639999999985,1154.0
1547.7649999999985,1150.0
1547.7659999999985,1152.0
1547.7669999999985,1153.0
1547.7679999999984,1154.0
1547.7689999999984,1152.0
1547.7699999999984,1153.0
1547.7709999999984,1150.0
1547.7719999999983,1149.0
1547.7729999999983,1147.0
1547.7739999999983,1145.0
1547.7749999999983,1141.0
1547.7759999999982,1137.0
1547.7769999999982,1135.0
1547.7779999999982,1133.0
1547.7789999999982,1130.0
1547.7799999999982,1125.0
1547.7809999999981,1122.0
1547.781999999998,1116.0
1547.782999999998,1115.0
1547.783999999998,1110.0
1547.784999999998,1110.0
1547.785999999998,1105.0
1547.786999999998,1100.0
1547.787999999998,1102.0
1547.788999999998,1097.0
1547.789999999998,1093.0
1547.790999999998,1090.0
1547.7919999999979,1088.0
1547.7929999999978,1084.0
1547.7939999999978,1078.0
1547.7949999999978,1062.0
1547.7959999999978,1073.0
1547.7969999999978,1073.0
1547.7979999999977,1068.0
1547.7989999999977,1068.0
1547.7999999999977,1062.0
1547.8009999999977,1058.0
1547.8019999999976,1058.0
1547.8029999999976,1049.0
1547.8039999999976,1049.0
1547.8049999999976,1046.0
1547.8059999999975,1044.0
1547.8069999999975,1040.0
1547.8079999999975,1042.0
1547.8089999999975,1038.0
1547.8099999999974,1032.0
1547.8109999999974,1029.0
1547.8119999999974,1028.0
1547.8129999999974,1024.0
1547.8139999999973,1016.0
1547.8149999999973,1013.0
1547.8159999999973,1012.0
1547.8169999999973,1010.0
1547.8179999999973,1003.0
1547.8189999999972,1006.0
1547.8199999999972,1001.0
1547.8209999999972,999.0
1547.8219999999972,993.0
1547.8229999999971,987.0
1547.823999999997,988.0
1547.824999999997,983.0
1547.825999999997,980.0
1547.826999999997,976.0
1547.827999999997,973.0
1547.828999999997,971.0
1547.829999999997,966.0
1547.830999999997,962.0
1547.831999999997,959.0
1547.832999999997,955.0
1547.8339999999969,951.0
1547.8349999999969,945.0
1547.8359999999968,943.0
1547.8369999999968,941.0
1547.8379999999968,936.0
1547.8389999999968,929.0
1547.8399999999967,934.0
1547.8409999999967,925.0
1547.8419999999967,918.0
1547.8429999999967,915.0
1547.8439999999966,913.0
1547.8449999999966,905.0
1547.8459999999966,905.0
1547.8469999999966,900.0
1547.8479999999965,897.0
1547.8489999999965,893.0
1547.8499999999965,890.0
1547.8509999999965,880.0
1547.8519999999965,879.0
1547.8529999999964,871.0
1547.8539999999964,872.0
1547.8549999999964,870.0
1547.8559999999964,865.0
1547.8569999999963,859.0
1547.8579999999963,858.0
1547.8589999999963,856.0
1547.8599999999963,854.0
1547.8609999999962,848.0
1547.8619999999962,844.0
1547.8629999999962,839.0
1547.8639999999962,837.0
1547.8649999999961,833.0
1547.8659999999961,831.0
1547.866999999996,828.0
1547.867999999996,827.0
1547.868999999996,825.0
1547.869999999996,817.0
1547.870999999996,816.0
1547.871999999996,816.0
1547.872999999996,811.0
1547.873999999996,805.0
1547.874999999996,805.0
1547.8759999999959,799.0
1547.8769999999959,802.0
1547.8779999999958,796.0
1547.8789999999958,792.0
1547.8799999999958,794.0
1547.8809999999958,790.0
1547.8819999999957,788.0
1547.8829999999957,783.0
1547.8839999999957,786.0
1547.8849999999957,782.0
1547.8859999999956,778.0
1547.8869999999956,774.0
1547.8879999999956,773.0
1547.8889999999956,774.0
1547.8899999999956,770.0
1547.8909999999955,768.0
1547.8919999999955,764.0
1547.8929999999955,762.0
1547.8939999999955,764.0
1547.8949999999954,762.0
1547.8959999999954,762.0
1547.8969999999954,756.0
1547.8979999999954,753.0
1547.8989999999953,752.0
1547.8999999999953,747.0
