wavelength_nm,PD3
1554.4,594.0
1554.401,593.0
1554.402,594.0
1554.403,653.0
1554.404,790.0
1554.405,676.0
1554.406,684.0
1554.407,1132.0
1554.408,832.0
1554.4089999999999,705.0
1554.4099999999999,672.0
1554.4109999999998,652.0
1554.4119999999998,638.0
1554.4129999999998,625.0
1554.4139999999998,625.0
1554.4149999999997,619.0
1554.4159999999997,622.0
1554.4169999999997,623.0
1554.4179999999997,623.0
1554.4189999999996,626.0
1554.4199999999996,632.0
1554.4209999999996,632.0
1554.4219999999996,634.0
1554.4229999999995,636.0
1554.4239999999995,638.0
1554.4249999999995,643.0
1554.4259999999995,646.0
1554.4269999999995,658.0
1554.4279999999994,662.0
1554.4289999999994,668.0
1554.4299999999994,676.0
1554.4309999999994,684.0
1554.4319999999993,685.0
1554.4329999999993,682.0
1554.4339999999993,687.0
1554.4349999999993,683.0
1554.4359999999992,687.0
1554.4369999999992,688.0
1554.4379999999992,687.0
1554.4389999999992,686.0
1554.4399999999991,687.0
1554.4409999999991,690.0
1554.441999999999,697.0
1554.442999999999,694.0
1554.443999999999,699.0
1554.444999999999,704.0
1554.445999999999,699.0
1554.446999999999,706.0
1554.447999999999,712.0
1554.448999999999,711.0
1554.449999999999,716.0
1554.4509999999989,716.0
1554.4519999999989,721.0
1554.4529999999988,724.0
1554.4539999999988,726.0
1554.4549999999988,732.0
1554.4559999999988,737.0
1554.4569999999987,742.0
1554.4579999999987,743.0
1554.4589999999987,746.0
1554.4599999999987,749.0
1554.4609999999986,753.0
1554.4619999999986,757.0
1554.4629999999986,765.0
1554.4639999999986,766.0
1554.4649999999986,776.0
1554.4659999999985,783.0
1554.4669999999985,784.0
1554.4679999999985,793.0
1554.4689999999985,802.0
1554.4699999999984,802.0
1554.4709999999984,809.0
1554.4719999999984,814.0
1554.4729999999984,820.0
1554.4739999999983,829.0
1554.4749999999983,837.0
1554.4759999999983,843.0
1554.4769999999983,850.0
1554.4779999999982,856.0
1554.4789999999982,865.0
1554.4799999999982,873.0
1554.4809999999982,881.0
1554.4819999999982,891.0
1554.4829999999981,893.0
1554.483999999998,901.0
1554.484999999998,908.0
1554.485999999998,917.0
1554.486999999998,926.0
1554.487999999998,918.0
1554.488999999998,937.0
1554.489999999998,946.0
1554.490999999998,952.0
1554.491999999998,956.0
1554.492999999998,961.0
1554.4939999999979,967.0
1554.4949999999978,972.0
1554.4959999999978,982.0
1554.4969999999978,987.0
1554.4979999999978,988.0
1554.4989999999977,997.0
1554.4999999999977,999.0
1554.5009999999977,1007.0
1554.5019999999977,1010.0
1554.5029999999977,1011.0
1554.5039999999976,1023.0
1554.5049999999976,1031.0
1554.5059999999976,1031.0
1554.5069999999976,1034.0
1554.5079999999975,1036.0
1554.5089999999975,1042.0
1554.5099999999975,1047.0
1554.5109999999975,1054.0
1554.5119999999974,1056.0
1554.5129999999974,1058.0
1554.5139999999974,1062.0
1554.5149999999974,1061.0
1554.5159999999973,1068.0
1554.5169999999973,1076.0
1554.5179999999973,1077.0
1554.5189999999973,1082.0
1554.5199999999973,1078.0
1554.5209999999972,1090.0
1554.5219999999972,1093.0
1554.5229999999972,1094.0
1554.5239999999972,1097.0
1554.5249999999971,1099.0
1554.525999999997,1105.0
1554.526999999997,1108.0
1554.527999999997,1111.0
1554.528999999997,1118.0
1554.529999999997,1119.0
1554.530999999997,1118.0
1554.531999999997,1122.0
1554.532999999997,1122.0
1554.533999999997,1126.0
1554.534999999997,1125.0
1554.5359999999969,1130.0
1554.5369999999969,1132.0
1554.5379999999968,1132.0
1554.5389999999968,1135.0
1554.5399999999968,1136.0
1554.5409999999968,1138.0
1554.5419999999967,1136.0
1554.5429999999967,1139.0
1554.5439999999967,1137.0
1554.5449999999967,1141.0
1554.5459999999966,1140.0
1554.5469999999966,1141.0
1554.5479999999966,1137.0
1554.5489999999966,1135.0
1554.5499999999965,1136.0
1554.5509999999965,1137.0
1554.5519999999965,1135.0
1554.5529999999965,1134.0
1554.5539999999964,1128.0
1554.5549999999964,1129.0
1554.5559999999964,1132.0
1554.5569999999964,1125.0
1554.5579999999964,1122.0
1554.5589999999963,1120.0
1554.5599999999963,1114.0
1554.5609999999963,1114.0
1554.5619999999963,1112.0
1554.5629999999962,1107.0
1554.5639999999962,1105.0
1554.5649999999962,1099.0
1554.5659999999962,1091.0
1554.5669999999961,1088.0
1554.5679999999961,1082.0
1554.568999999996,1080.0
1554.569999999996,1076.0
1554.570999999996,1073.0
1554.571999999996,1067.0
1554.572999999996,1065.0
1554.573999999996,1063.0
1554.574999999996,1055.0
1554.575999999996,1052.0
1554.576999999996,1049.0
1554.5779999999959,1042.0
1554.5789999999959,1035.0
1554.5799999999958,1028.0
1554.5809999999958,1024.0
1554.5819999999958,1020.0
1554.5829999999958,1015.0
1554.5839999999957,1008.0
1554.5849999999957,1005.0
1554.5859999999957,997.0
1554.5869999999957,989.0
1554.5879999999956,983.0
1554.5889999999956,977.0
1554.5899999999956,971.0
1554.5909999999956,962.0
1554.5919999999956,959.0
1554.5929999999955,954.0
1554.5939999999955,940.0
1554.5949999999955,947.0
1554.5959999999955,929.0
1554.5969999999954,919.0
1554.5979999999954,914.0
1554.5989999999954,906.0
1554.5999999999954,897.0
1554.6009999999953,891.0
1554.6019999999953,881.0
1554.6029999999953,878.0
1554.6039999999953,868.0
1554.6049999999952,861.0
1554.6059999999952,853.0
1554.6069999999952,845.0
1554.6079999999952,837.0
1554.6089999999951,827.0
1554.6099999999951,826.0
1554.610999999995,819.0
1554.611999999995,808.0
1554.612999999995,802.0
1554.613999999995,797.0
1554.614999999995,792.0
1554.615999999995,786.0
1554.616999999995,781.0
1554.617999999995,783.0
1554.618999999995,768.0
1554.619999999995,765.0
1554.6209999999949,757.0
1554.6219999999948,756.0
1554.6229999999948,750.0
1554.6239999999948,750.0
1554.6249999999948,743.0
1554.6259999999947,740.0
1554.6269999999947,737.0
1554.6279999999947,732.0
1554.6289999999947,727.0
1554.6299999999947,724.0
1554.6309999999946,717.0
1554.6319999999946,719.0
1554.6329999999946,715.0
1554.6339999999946,711.0
1554.6349999999945,711.0
1554.6359999999945,710.0
1554.6369999999945,701.0
1554.6379999999945,703.0
1554.6389999999944,699.0
1554.6399999999944,694.0
1554.6409999999944,692.0
1554.6419999999944,690.0
1554.6429999999943,691.0
1554.6439999999943,686.0
1554.6449999999943,686.0
1554.6459999999943,684.0
1554.6469999999943,681.0
1554.6479999999942,679.0
1554.6489999999942,678.0
1554.6499999999942,675.0
1554.6509999999942,675.0
1554.6519999999941,672.0
1554.652999999994,671.0
1554.653999999994,668.0
1554.654999999994,666.0
1554.655999999994,662.0
1554.656999999994,667.0
1554.657999999994,662.0
1554.658999999994,666.0
1554.659999999994,664.0
1554.660999999994,660.0
1554.661999999994,658.0
1554.6629999999939,658.0
1554.6639999999938,658.0
1554.6649999999938,652.0
1554.6659999999938,655.0
1554.6669999999938,654.0
1554.6679999999938,652.0
1554.6689999999937,651.0
1554.6699999999937,650.0
1554.6709999999937,653.0
1554.6719999999937,650.0
1554.6729999999936,649.0
1554.6739999999936,652.0
1554.6749999999936,648.0
1554.6759999999936,650.0
1554.6769999999935,643.0
1554.6779999999935,647.0
1554.6789999999935,645.0
1554.6799999999935,639.0
1554.6809999999934,641.0
1554.6819999999934,641.0
1554.6829999999934,641.0
1554.6839999999934,641.0
1554.6849999999934,643.0
1554.6859999999933,642.0
1554.6869999999933,636.0
1554.6879999999933,636.0
1554.6889999999933,637.0
1554.6899999999932,640.0
1554.6909999999932,638.0
1554.6919999999932,635.0
1554.6929999999932,638.0
1554.6939999999931,636.0
1554.6949999999931,634.0
1554.695999999993,633.0
1554.696999999993,635.0
1554.697999999993,632.0
1554.698999999993,626.0
1554.699999999993,631.0
1554.700999999993,633.0
1554.701999999993,633.0
1554.702999999993,633.0
1554.703999999993,634.0
1554.7049999999929,632.0
1554.7059999999929,628.0
1554.7069999999928,629.0
1554.7079999999928,628.0
1554.7089999999928,632.0
1554.7099999999928,630.0
1554.7109999999927,629.0
1554.7119999999927,629.0
1554.7129999999927,630.0
1554.7139999999927,643.0
1554.7149999999926,631.0
1554.7159999999926,627.0
1554.7169999999926,628.0
1554.7179999999926,629.0
1554.7189999999925,627.0
1554.7199999999925,630.0
1554.7209999999925,632.0
1554.7219999999925,627.0
1554.7229999999925,628.0
1554.7239999999924,626.0
1554.7249999999924,627.0
1554.7259999999924,630.0
1554.7269999999924,627.0
1554.7279999999923,624.0
1554.7289999999923,629.0
1554.7299999999923,625.0
1554.7309999999923,628.0
1554.7319999999922,627.0
1554.7329999999922,627.0
1554.7339999999922,629.0
1554.7349999999922,634.0
1554.7359999999921,629.0
1554.7369999999921,628.0
1554.737999999992,631.0
1554.738999999992,627.0
1554.739999999992,629.0
1554.740999999992,631.0
1554.741999999992,631.0
1554.742999999992,630.0
1554.743999999992,628.0
1554.744999999992,628.0
1554.745999999992,632.0
1554.7469999999919,628.0
1554.7479999999919,627.0
1554.7489999999918,630.0
1554.7499999999918,630.0
1554.7509999999918,631.0
1554.7519999999918,629.0
1554.7529999999917,632.0
1554.7539999999917,630.0
1554.7549999999917,631.0
1554.7559999999917,633.0
1554.7569999999916,629.0
1554.7579999999916,629.0
1554.7589999999916,635.0
1554.7599999999916,632.0
1554.7609999999916,619.0
1554.7619999999915,635.0
1554.7629999999915,633.0
1554.7639999999915,630.0
