wavelength_nm,PD1
1547.7,1150.0
1547.701,1150.0
1547.702,1148.0
1547.703,1149.0
1547.704,1148.0
1547.705,1150.0
1547.706,1150.0
1547.7069999999999,1151.0
1547.7079999999999,1151.0
1547.7089999999998,1155.0
1547.7099999999998,1148.0
1547.7109999999998,1150.0
1547.7119999999998,1148.0
1547.7129999999997,1151.0
1547.7139999999997,1152.0
1547.7149999999997,1148.0
1547.7159999999997,1150.0
1547.7169999999996,1150.0
1547.7179999999996,1153.0
1547.7189999999996,1149.0
1547.7199999999996,1152.0
1547.7209999999995,1150.0
1547.7219999999995,1149.0
1547.7229999999995,1150.0
1547.7239999999995,1149.0
1547.7249999999995,1148.0
1547.7259999999994,1150.0
1547.7269999999994,1148.0
1547.7279999999994,1148.0
1547.7289999999994,1149.0
1547.7299999999993,1147.0
1547.7309999999993,1149.0
1547.7319999999993,1152.0
1547.7329999999993,1152.0
1547.7339999999992,1149.0
1547.7349999999992,1151.0
1547.7359999999992,1150.0
1547.7369999999992,1148.0
1547.7379999999991,1150.0
1547.7389999999991,1149.0
1547.739999999999,1155.0
1547.740999999999,1152.0
1547.741999999999,1151.0
1547.742999999999,1148.0
1547.743999999999,1148.0
1547.744999999999,1148.0
1547.745999999999,1150.0
1547.746999999999,1148.0
1547.747999999999,1150.0
1547.748999999999,1152.0
1547.7499999999989,1151.0
1547.7509999999988,1147.0
1547.7519999999988,1155.0
1547.7529999999988,1152.0
1547.7539999999988,1149.0
1547.7549999999987,1153.0
1547.7559999999987,1152.0
1547.7569999999987,1148.0
1547.7579999999987,1147.0
1547.7589999999987,1148.0
1547.7599999999986,1147.0
1547.7609999999986,1150.0
1547.7619999999986,1149.0
1547.7629999999986,1149.0
1547.7639999999985,1148.0
1547.7649999999985,1150.0
1547.7659999999985,1149.0
1547.7669999999985,1151.0
1547.7679999999984,1149.0
1547.7689999999984,1150.0
1547.7699999999984,1149.0
1547.7709999999984,1150.0
1547.7719999999983,1147.0
1547.7729999999983,1150.0
1547.7739999999983,1150.0
1547.7749999999983,1148.0
1547.7759999999982,1147.0
1547.7769999999982,1149.0
1547.7779999999982,1151.0
1547.7789999999982,1147.0
1547.7799999999982,1149.0
1547.7809999999981,1151.0
1547.781999999998,1149.0
1547.782999999998,1147.0
1547.783999999998,1150.0
1547.784999999998,1149.0
1547.785999999998,1148.0
1547.786999999998,1150.0
1547.787999999998,1148.0
1547.788999999998,1149.0
1547.789999999998,1150.0
1547.790999999998,1150.0
1547.7919999999979,1144.0
1547.7929999999978,1151.0
1547.7939999999978,1151.0
1547.7949999999978,1149.0
1547.7959999999978,1153.0
1547.7969999999978,1151.0
1547.7979999999977,1150.0
1547.7989999999977,1148.0
1547.7999999999977,1146.0
1547.8009999999977,1147.0
1547.8019999999976,1147.0
1547.8029999999976,1154.0
1547.8039999999976,1151.0
1547.8049999999976,1151.0
1547.8059999999975,1152.0
1547.8069999999975,1152.0
1547.8079999999975,1154.0
1547.8089999999975,1147.0
1547.8099999999974,1150.0
1547.8109999999974,1151.0
1547.8119999999974,1148.0
1547.8129999999974,1148.0
1547.8139999999973,1146.0
1547.8149999999973,1146.0
1547.8159999999973,1145.0
1547.8169999999973,1144.0
1547.8179999999973,1139.0
1547.8189999999972,1136.0
1547.8199999999972,1141.0
1547.8209999999972,1136.0
1547.8219999999972,1135.0
1547.8229999999971,1132.0
1547.823999999997,1131.0
1547.824999999997,1132.0
1547.825999999997,1135.0
1547.826999999997,1125.0
1547.827999999997,1125.0
1547.828999999997,1127.0
1547.829999999997,1123.0
1547.830999999997,1124.0
1547.831999999997,1117.0
1547.832999999997,1118.0
1547.8339999999969,1119.0
1547.8349999999969,1117.0
1547.8359999999968,1115.0
1547.8369999999968,1116.0
1547.8379999999968,1116.0
1547.8389999999968,1118.0
1547.8399999999967,1109.0
1547.8409999999967,1109.0
1547.8419999999967,1100.0
1547.8429999999967,1103.0
1547.8439999999966,1105.0
1547.8449999999966,1105.0
1547.8459999999966,1098.0
1547.8469999999966,1098.0
1547.8479999999965,1096.0
1547.8489999999965,1093.0
1547.8499999999965,1094.0
1547.8509999999965,1094.0
1547.8519999999965,1093.0
1547.8529999999964,1093.0
1547.8539999999964,1087.0
1547.8549999999964,1088.0
1547.8559999999964,1085.0
1547.8569999999963,1085.0
1547.8579999999963,1085.0
1547.8589999999963,1086.0
1547.8599999999963,1081.0
1547.8609999999962,1077.0
1547.8619999999962,1083.0
1547.8629999999962,1083.0
1547.8639999999962,1075.0
1547.8649999999961,1072.0
1547.8659999999961,1073.0
1547.866999999996,1074.0
1547.867999999996,1072.0
1547.868999999996,1071.0
1547.869999999996,1073.0
1547.870999999996,1069.0
1547.871999999996,1068.0
1547.872999999996,1068.0
1547.873999999996,1070.0
1547.874999999996,1067.0
1547.8759999999959,1063.0
1547.8769999999959,1063.0
1547.8779999999958,1063.0
1547.8789999999958,1059.0
1547.8799999999958,1057.0
1547.8809999999958,1059.0
1547.8819999999957,1058.0
1547.8829999999957,1056.0
1547.8839999999957,1055.0
1547.8849999999957,1055.0
1547.8859999999956,1054.0
1547.8869999999956,1052.0
1547.8879999999956,1049.0
1547.8889999999956,1050.0
1547.8899999999956,1047.0
1547.8909999999955,1049.0
1547.8919999999955,1046.0
1547.8929999999955,1045.0
1547.8939999999955,1049.0
1547.8949999999954,1046.0
1547.8959999999954,1041.0
1547.8969999999954,1043.0
1547.8979999999954,1039.0
1547.8989999999953,1038.0
1547.8999999999953,1048.0
