wavelength_nm,PD3
1554.4,596.0
1554.401,594.0
1554.402,593.0
1554.403,612.0
1554.404,781.0
1554.405,714.0
1554.406,659.0
1554.407,802.0
1554.408,968.0
1554.4089999999999,739.0
1554.4099999999999,683.0
1554.4109999999998,661.0
1554.4119999999998,646.0
1554.4129999999998,635.0
1554.4139999999998,626.0
1554.4149999999997,623.0
1554.4159999999997,626.0
1554.4169999999997,625.0
1554.4179999999997,625.0
1554.4189999999996,631.0
1554.4199999999996,632.0
1554.4209999999996,633.0
1554.4219999999996,637.0
1554.4229999999995,632.0
1554.4239999999995,632.0
1554.4249999999995,643.0
1554.4259999999995,645.0
1554.4269999999995,655.0
1554.4279999999994,659.0
1554.4289999999994,668.0
1554.4299999999994,673.0
1554.4309999999994,680.0
1554.4319999999993,678.0
1554.4329999999993,683.0
1554.4339999999993,688.0
1554.4349999999993,690.0
1554.4359999999992,689.0
1554.4369999999992,688.0
1554.4379999999992,689.0
1554.4389999999992,687.0
1554.4399999999991,686.0
1554.4409999999991,693.0
1554.441999999999,691.0
1554.442999999999,699.0
1554.443999999999,699.0
1554.444999999999,700.0
1554.445999999999,701.0
1554.446999999999,709.0
1554.447999999999,706.0
1554.448999999999,713.0
1554.449999999999,711.0
1554.4509999999989,718.0
1554.4519999999989,717.0
1554.4529999999988,723.0
1554.4539999999988,725.0
1554.4549999999988,729.0
1554.4559999999988,733.0
1554.4569999999987,736.0
1554.4579999999987,743.0
1554.4589999999987,744.0
1554.4599999999987,751.0
1554.4609999999986,755.0
1554.4619999999986,760.0
1554.4629999999986,765.0
1554.4639999999986,769.0
1554.4649999999986,770.0
1554.4659999999985,774.0
1554.4669999999985,779.0
1554.4679999999985,787.0
1554.4689999999985,795.0
1554.4699999999984,798.0
1554.4709999999984,803.0
1554.4719999999984,802.0
1554.4729999999984,815.0
1554.4739999999983,820.0
1554.4749999999983,832.0
1554.4759999999983,834.0
1554.4769999999983,841.0
1554.4779999999982,849.0
1554.4789999999982,855.0
1554.4799999999982,865.0
1554.4809999999982,872.0
1554.4819999999982,879.0
1554.4829999999981,887.0
1554.483999999998,899.0
1554.484999999998,902.0
1554.485999999998,911.0
1554.486999999998,917.0
1554.487999999998,923.0
1554.488999999998,938.0
1554.489999999998,936.0
1554.490999999998,943.0
