wavelength_nm,PD1
1547.7,1124.0
1547.701,1123.0
1547.702,1125.0
1547.703,1040.0
1547.704,992.0
1547.705,915.0
1547.706,857.0
1547.7069999999999,822.0
1547.7079999999999,804.0
1547.7089999999998,796.0
1547.7099999999998,786.0
1547.7109999999998,788.0
1547.7119999999998,786.0
1547.7129999999997,788.0
1547.7139999999997,789.0
1547.7149999999997,793.0
1547.7159999999997,797.0
1547.7169999999996,801.0
1547.7179999999996,803.0
1547.7189999999996,808.0
1547.7199999999996,820.0
1547.7209999999995,813.0
1547.7219999999995,813.0
1547.7229999999995,817.0
1547.7239999999995,817.0
1547.7249999999995,813.0
1547.7259999999994,817.0
1547.7269999999994,814.0
1547.7279999999994,814.0
1547.7289999999994,814.0
1547.7299999999993,812.0
1547.7309999999993,815.0
1547.7319999999993,814.0
1547.7329999999993,813.0
1547.7339999999992,825.0
1547.7349999999992,816.0
1547.7359999999992,812.0
1547.7369999999992,814.0
1547.7379999999991,814.0
1547.7389999999991,812.0
1547.739999999999,815.0
1547.740999999999,815.0
1547.741999999999,815.0
1547.742999999999,811.0
1547.743999999999,818.0
1547.744999999999,817.0
1547.745999999999,815.0
1547.746999999999,813.0
1547.747999999999,805.0
1547.748999999999,814.0
1547.7499999999989,812.0
1547.7509999999988,811.0
1547.7519999999988,814.0
1547.7529999999988,815.0
1547.7539999999988,817.0
1547.7549999999987,816.0
1547.7559999999987,815.0
1547.7569999999987,818.0
1547.7579999999987,814.0
1547.7589999999987,813.0
1547.7599999999986,814.0
1547.7609999999986,812.0
1547.7619999999986,815.0
1547.7629999999986,815.0
1547.7639999999985,826.0
1547.7649999999985,844.0
1547.7659999999985,878.0
1547.7669999999985,925.0
1547.7679999999984,980.0
1547.7689999999984,1020.0
1547.7699999999984,1050.0
1547.7709999999984,1035.0
1547.7719999999983,1088.0
1547.7729999999983,1119.0
1547.7739999999983,1131.0
1547.7749999999983,1130.0
1547.7759999999982,1127.0
1547.7769999999982,1108.0
1547.7779999999982,1106.0
1547.7789999999982,1090.0
1547.7799999999982,1079.0
1547.7809999999981,1066.0
1547.781999999998,1057.0
1547.782999999998,1050.0
1547.783999999998,1054.0
1547.784999999998,1050.0
1547.785999999998,1051.0
1547.786999999998,1051.0
1547.787999999998,1048.0
1547.788999999998,1050.0
1547.789999999998,1049.0
1547.790999999998,1045.0
1547.7919999999979,1045.0
1547.7929999999978,1038.0
1547.7939999999978,1032.0
1547.7949999999978,1031.0
1547.7959999999978,1022.0
1547.7969999999978,1013.0
1547.7979999999977,1008.0
1547.7989999999977,1006.0
1547.7999999999977,998.0
1547.8009999999977,993.0
1547.8019999999976,989.0
1547.8029999999976,983.0
1547.8039999999976,979.0
1547.8049999999976,970.0
1547.8059999999975,968.0
1547.8069999999975,958.0
1547.8079999999975,955.0
1547.8089999999975,949.0
1547.8099999999974,942.0
1547.8109999999974,936.0
1547.8119999999974,933.0
1547.8129999999974,930.0
1547.8139999999973,921.0
1547.8149999999973,912.0
1547.8159999999973,905.0
1547.8169999999973,903.0
1547.8179999999973,896.0
1547.8189999999972,889.0
1547.8199999999972,883.0
1547.8209999999972,875.0
1547.8219999999972,872.0
1547.8229999999971,866.0
1547.823999999997,856.0
1547.824999999997,850.0
1547.825999999997,844.0
1547.826999999997,839.0
1547.827999999997,837.0
1547.828999999997,822.0
1547.829999999997,822.0
1547.830999999997,815.0
1547.831999999997,809.0
1547.832999999997,788.0
1547.8339999999969,798.0
1547.8349999999969,792.0
1547.8359999999968,788.0
1547.8369999999968,765.0
1547.8379999999968,778.0
1547.8389999999968,774.0
1547.8399999999967,782.0
1547.8409999999967,767.0
1547.8419999999967,763.0
1547.8429999999967,761.0
1547.8439999999966,757.0
1547.8449999999966,750.0
1547.8459999999966,749.0
1547.8469999999966,745.0
1547.8479999999965,762.0
1547.8489999999965,738.0
1547.8499999999965,737.0
1547.8509999999965,730.0
1547.8519999999965,732.0
1547.8529999999964,725.0
1547.8539999999964,720.0
1547.8549999999964,718.0
1547.8559999999964,720.0
1547.8569999999963,712.0
1547.8579999999963,711.0
1547.8589999999963,710.0
1547.8599999999963,711.0
1547.8609999999962,705.0
1547.8619999999962,705.0
1547.8629999999962,702.0
1547.8639999999962,701.0
1547.8649999999961,705.0
1547.8659999999961,694.0
1547.866999999996,697.0
1547.867999999996,694.0
1547.868999999996,690.0
1547.869999999996,687.0
1547.870999999996,685.0
1547.871999999996,684.0
1547.872999999996,679.0
1547.873999999996,680.0
1547.874999999996,678.0
1547.8759999999959,682.0
1547.8769999999959,677.0
1547.8779999999958,678.0
1547.8789999999958,673.0
1547.8799999999958,675.0
1547.8809999999958,673.0
1547.8819999999957,672.0
1547.8829999999957,667.0
1547.8839999999957,667.0
1547.8849999999957,666.0
1547.8859999999956,651.0
1547.8869999999956,666.0
1547.8879999999956,661.0
1547.8889999999956,661.0
1547.8899999999956,662.0
1547.8909999999955,660.0
1547.8919999999955,659.0
1547.8929999999955,658.0
1547.8939999999955,655.0
1547.8949999999954,656.0
1547.8959999999954,655.0
1547.8969999999954,654.0
1547.8979999999954,655.0
1547.8989999999953,648.0
1547.8999999999953,652.0
